Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
440725,02;4480870,87;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;13;Verde;Línea;4
440737,41;4480892,33;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;13;Verde;Línea;1
440821,29;4480805;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;14;Verde;Batería;8
440801,02;4480815,89;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;14;Verde;Batería;4
440737,79;4480898,02;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;15;Verde;Línea;1
440718;4480916,44;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;15;Verde;Línea;10
440745,15;4480905,72;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;15;Verde;Línea;2
440763,47;4480835,49;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;16;Verde;Batería;3
440768,13;4480818,43;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;16;Verde;Línea;3
440776,7;4480822,85;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;16;Verde;Línea;6
440793,09;4480820,11;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;16;Verde;Batería;1
440692,68;4480910,37;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;17;Verde;Línea;1
440749,36;4480842,96;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;18;Verde;Batería;8
440736,96;4480866,3;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;18;Verde;Línea;5
440658,94;4480902,33;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;19;Verde;Línea;5
440681,55;4480907,72;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;19;Verde;Línea;1
440663,38;4480917,47;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;19;Verde;Batería;13
440752,55;4480895,56;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;20;Verde;Línea;6
440632,7;4480914,99;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;21;Verde;Batería;8
440621,42;4480897,41;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;21;Verde;Batería;5
440635,72;4480890,91;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;21;Verde;Batería;8
440795,17;4480905,19;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;22;Verde;Batería;15
440703,27;4480927,12;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;23;Azul;Batería;15
440857,52;4480899,22;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;24;Verde;Batería;13
440846,39;4480906,02;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;24;Verde;Batería;23
440838,29;4480901,37;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;24;Verde;Línea;1
440829,28;4480897,15;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;24;Verde;Línea;4
440748,12;4480944,73;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;25;Verde;Línea;1
440746,85;4480956,76;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;25;Verde;Línea;1
440732,37;4480934,37;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;25;Azul;Batería;6
440744,85;4480950,35;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;25;Verde;Batería;2
440747,73;4480937,25;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;25;Verde;Línea;2
440884,6;4480886,08;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;26;Verde;Batería;5
440858,46;4480886,05;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;26;Verde;Línea;6
440867,82;4480914,67;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;28;Verde;Línea;5
440888,81;4480901,45;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;28;Verde;Batería;6
440875,21;4480897,02;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;28;Verde;Línea;3
440844,47;4480923,48;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;30;Verde;Batería;5
440743,69;4480994,27;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;31;Verde;Línea;5
440813,75;4480910,66;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;32;Verde;Línea;10
440805,51;4480917,71;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;32;Verde;Línea;5
440796,22;4480926,34;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;32;Verde;Línea;12
440733,83;4481067,07;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;33;Verde;Línea;14
440750,46;4481046,09;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;33;Verde;Batería;3
440744,29;4481065,02;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;33;Verde;Línea;3
440748,52;4481038,88;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;33;Verde;Línea;1
440758,37;4480942,38;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;34;Verde;Línea;2
440755,48;4480975,46;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;34;Verde;Línea;9
440743,09;4480973,57;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;34;Verde;Batería;8
440726,6;4481109,2;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;37;Verde;Línea;1
440737,96;4481101,21;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;37;Verde;Línea;11
440765;4481132,41;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;39;Verde;Línea;3
440739,36;4481126,96;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;40;Verde;Línea;5
440749,96;4481119,1;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;40;Verde;Línea;1
440772,7;4481123,7;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;42;Verde;Línea;5
440796,9;4481137,92;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;43;Verde;Línea;6
440873,86;4481126;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;47;Verde;Línea;11
440826,29;4481135,76;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;47;Verde;Línea;3
440836,34;4481123,66;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;47;Verde;Línea;15
440898,71;4481110,52;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;51;Verde;Línea;9
440915,28;4481117,12;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;51;Verde;Línea;2
440837,72;4480775,94;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;S/N;Verde;Batería;4
440485,52;4480695,36;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;S/N;Verde;Línea;5
440844,13;4480772,58;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;S/N;Verde;Batería;1
440498,8;4480698,9;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;S/N;Verde;Línea;1
440636,63;4480755,83;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;VILLA DE MARIN, CALLE, DE LA;S/N;Verde;Línea;4
437814,87;4475610,47;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ACANTILADO, CALLE, DEL;7;Verde;Línea;11
438082,55;4475529,62;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;4;Verde;Línea;3
438070,3;4475541,75;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;5;Verde;Batería;8
438068,08;4475553,46;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;7;Verde;Batería;5
438079,78;4475550,91;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;8;Verde;Batería;8
438105,53;4475556,76;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;9;Verde;Línea;8
438099,79;4475545,56;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;9;Verde;Línea;3
438117,12;4475562,28;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALMUÑECAR, PLAZA, DE;10;Verde;Línea;2
438762,11;4474716,01;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;4;Verde;Línea;4
438746,49;4474751,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;12;Verde;Línea;2
438725,48;4474775,36;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;14;Verde;Línea;35
438730,89;4474778,5;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;14;Verde;Línea;2
438737,94;4474767,11;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;14;Verde;Línea;2
438717,03;4474799,11;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;18;Verde;Línea;3
438705,19;4474816,25;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;20;Verde;Línea;5
438694,53;4474830,4;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;24;Verde;Línea;1
438685,86;4474840,54;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;26;Verde;Línea;3
438676,86;4474851,24;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;26;Verde;Línea;1
438670,11;4474859,5;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;28;Verde;Línea;2
438655,48;4474876,78;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;30;Verde;Línea;6
438657,72;4474863,11;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;30;Verde;Línea;11
438632,61;4474904,02;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;34;Verde;Línea;6
438611,86;4474928,27;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;38;Verde;Línea;4
438568,34;4474980,42;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;46;Verde;Línea;25
438520,9;4475024,63;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;50;Verde;Línea;80
438523,69;4475033,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;50;Verde;Línea;3
438482,86;4475081,63;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;54;Verde;Línea;17
438433,03;4475140,4;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;58;Verde;Línea;15
438292,7;4475267,97;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;64;Verde;Línea;47
438284,63;4475285,83;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;68;Verde;Línea;28
438235,47;4475338,9;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;76;Verde;Línea;1
438227,52;4475347,55;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;78;Verde;Línea;2
438167,57;4475411,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;82;Verde;Línea;7
438136,26;4475434,96;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;84;Verde;Línea;50
438136,74;4475444,54;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;86;Verde;Línea;8
438110,8;4475472,42;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;92;Verde;Línea;6
438085,22;4475500,08;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;94;Verde;Línea;4
438046,07;4475540,74;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;98;Azul;Línea;8
438027,27;4475552,05;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;100;Verde;Línea;18
438026,9;4475561,46;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;100;Azul;Línea;2
437709,77;4475921,8;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;112;Verde;Línea;2
437686,59;4475990,72;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;114;Azul;Línea;28
437665,65;4476055,27;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;116;Azul;Línea;2
437656,48;4476084,39;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;116;Azul;Línea;10
438201,61;4475374,72;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;12
437970,31;4475622,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Azul;Línea;20
437964,84;4475618,75;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;21
437643,11;4476099,46;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Azul;Batería;8
437829,32;4475773,29;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;3
437673,87;4476009,96;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Azul;Línea;37
437728,27;4475891,65;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;10
437923,37;4475663,23;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;3
438396,86;4475171,94;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;3
437841,25;4475750,73;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;47
437877,88;4475721,24;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;25
437745,41;4475864,26;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;1
437756,89;4475841,53;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;3
437722,7;4475889,57;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;S/N;Verde;Línea;16
437609,57;4475653,19;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARCHIPIELAGO, CALLE, DEL;3;Verde;Línea;6
437611,67;4475776,98;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARCHIPIELAGO, CALLE, DEL;9;Verde;Línea;5
437616,77;4475703,93;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARCHIPIELAGO, CALLE, DEL;10;Verde;Línea;9
437610,25;4475808,36;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARCHIPIELAGO, CALLE, DEL;15;Verde;Línea;4
437672,9;4475521,22;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARRECIFE, CALLE, DEL;2;Verde;Línea;5
437701,42;4475539,72;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARRECIFE, CALLE, DEL;14;Verde;Línea;5
437724,57;4475554,78;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ARRECIFE, CALLE, DEL;22;Verde;Línea;3
437621,65;4475818,56;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;3;Verde;Línea;1
437640,18;4475799,93;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;4;Verde;Línea;10
437633,82;4475810,85;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;5;Verde;Línea;3
437653,67;4475793,08;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;9;Verde;Línea;5
437669,03;4475760,47;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;10;Verde;Línea;5
437675,91;4475754,27;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;15;Verde;Línea;9
437677,47;4475731,3;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;16;Verde;Línea;5
437677,1;4475701,65;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;18;Verde;Línea;3
437682,32;4475722,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;19;Verde;Línea;2
437648,89;4475672,52;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;22;Verde;Línea;11
437587,55;4475693,65;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;28;Verde;Línea;9
437631,68;4475666,19;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;29;Verde;Línea;4
437609,24;4475674,81;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;31;Verde;Línea;2
437592,14;4475684,7;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;33;Verde;Línea;4
437572,82;4475702,12;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;37;Verde;Línea;4
437554,67;4475746,37;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;38;Verde;Línea;11
437558,01;4475724,48;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;39;Verde;Línea;2
437571,06;4475813,96;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;S/N;Verde;Línea;16
437548,71;4475803,03;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;BAHIA, CALLE, DE LA;S/N;Verde;Línea;27
438485,22;4475786,82;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;9
438345,73;4475989,65;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;14
438506,53;4475761,27;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;17
438419,59;4475906,22;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;79
438415,64;4475883,25;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;61
438541,84;4475742,83;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;17
438509,97;4475781,48;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;28
438530,16;4475732,78;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CAMOENS Y VALERO, PASEO, DE;S/N;Naranja;Batería;16
437798,29;4475806,46;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CANCILLERIA, PLAZA, DE LA;4;Verde;Línea;12
437827,45;4475882,03;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;CANCILLERIA, PLAZA, DE LA;S/N;Verde;Línea;3
437668,69;4475557,62;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COLINA, CALLE, DE LA;9;Verde;Línea;13
437639,69;4475613,06;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COLINA, CALLE, DE LA;21;Verde;Línea;10
437640;4475651,58;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COLINA, CALLE, DE LA;22;Verde;Línea;4
438254,83;4475089,37;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;1;Verde;Línea;8
438201,53;4475075,35;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;3;Verde;Batería;11
438212,45;4475095,39;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;3;Verde;Línea;9
438239,54;4475108,68;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;4;Verde;Línea;19
438172,06;4475122,92;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;5;Verde;Línea;11
438221,44;4475119,2;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;6;Verde;Línea;7
438187,35;4475155,41;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;8;Verde;Línea;9
438187,53;4475149,52;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;8;Verde;Línea;7
438084,93;4475192,84;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;9;Verde;Línea;2
438106,91;4475201,07;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;9;Verde;Línea;5
438083,33;4475172,64;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;9;Verde;Batería;11
438064,64;4475174,26;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;9;Verde;Batería;10
438146,29;4475186,6;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;12;Verde;Línea;11
438121,64;4475213,96;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;14;Verde;Línea;26
438112,57;4475216,87;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;16;Verde;Línea;3
438093,12;4475234,34;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;16;Verde;Línea;4
438027,28;4475291;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;17;Verde;Línea;18
438043,47;4475285,48;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;22;Verde;Batería;23
437995,84;4475326,03;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;23;Verde;Línea;13
437952,16;4475298,78;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;25;Verde;Batería;13
437913,12;4475304,15;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;25;Verde;Línea;3
437952,11;4475307,06;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;25;Verde;Batería;8
437949,07;4475281,96;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;25;Verde;Batería;5
437929,6;4475264,27;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;25;Verde;Batería;15
437971,95;4475339,88;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;29;Verde;Línea;1
437946,41;4475362,77;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;COMANDANTE FORTEA, PASEO, DEL;33;Verde;Línea;10
