Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
441291,83;4472098,34;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;49 A;Verde;Batería;5
441275,29;4472122,09;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;49 C;Verde;Batería;17
441254,42;4472152,2;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;49 E;Verde;Batería;11
441355,56;4472007,06;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;56 B;Azul;Línea;23
441432,52;4471891,38;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;S/N;Azul;Batería;7
441213,55;4472297,8;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;S/N;Azul;Batería;9
441501,16;4471792;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;S/N;Verde;Línea;3
441329,89;4472090,73;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;2;Verde;Línea;4
441318,5;4472143,91;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;7;Verde;Línea;13
441284,89;4472177,48;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;11;Verde;Línea;3
441361,3;4472112,39;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;Verde;Línea;4
441252,26;4472183,05;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;Verde;Línea;2
441383,72;4472104,45;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;Verde;Línea;5
441400,36;4472080,28;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;Verde;Línea;3
441489,68;4472433,74;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;11;Verde;Línea;1
441483,98;4472426,76;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;11;Verde;Línea;4
441479,56;4472373,5;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;S/N;Verde;Línea;21
441485,39;4472378,13;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;S/N;Verde;Línea;22
441731,43;4472394,66;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;7;Verde;Línea;9
441735,17;4472371,95;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;11;Verde;Línea;18
441728,28;4472358,86;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;13;Verde;Línea;3
441730,2;4472316,83;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;27;Verde;Línea;2
441725,65;4472329,78;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;27;Verde;Línea;7
440469,8;4472948,22;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;1;Verde;Línea;3
440476,92;4472934,95;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;2;Verde;Línea;3
440486,16;4472917,03;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;4;Verde;Línea;3
440505,57;4472880,25;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;8;Verde;Línea;7
440537,48;4472785,99;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;16;Verde;Línea;6
441194,02;4472722,08;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;3;Azul;Línea;3
441181,11;4472723,14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;3;Azul;Línea;2
441185,43;4472711,49;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;4;Verde;Línea;15
441225,13;4472719,88;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;7;Azul;Línea;10
441228,12;4472708,14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;8;Verde;Línea;3
441240,66;4472706,92;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;10;Verde;Línea;3
441284,51;4472712,46;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;15;Azul;Batería;8
441308,8;4472703,67;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;16;Verde;Batería;28
441319,09;4472710,21;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;19;Azul;Batería;13
441356,24;4472707,57;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;23;Azul;Batería;11
441358,8;4472699,53;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;24;Verde;Batería;6
441408,49;4472703,78;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;25;Azul;Batería;6
441430,65;4472692,94;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;28;Verde;Batería;23
441439,05;4472701,57;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;33;Azul;Batería;14
441481,9;4472689,1;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;36;Verde;Batería;14
441545,03;4472684,3;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;40;Verde;Batería;22
441520,65;4472695,36;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;43;Azul;Batería;18
441552,68;4472693;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;45;Azul;Batería;3
440878,2;4473113,99;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;14;Azul;Línea;16
440756,92;4473070,7;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;31;Azul;Línea;7
440967,89;4472907,42;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;1;Verde;Línea;3
440961,97;4472844,14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;2;Verde;Línea;2
440965,52;4472884,51;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;3;Verde;Línea;6
440959,99;4472821,62;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;5;Verde;Línea;7
440955,92;4472779,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;7;Verde;Línea;4
440945,51;4472673,99;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;14;Azul;Línea;20
440937,41;4472583,45;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;21;Azul;Línea;7
440932,36;4472530,97;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;24;Azul;Línea;9
440538,32;4472973,37;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;1;Verde;Línea;2
440534,04;4472969,77;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;2;Verde;Línea;5
440599,32;4472855,76;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;3;Verde;Línea;7
440550,28;4472950,36;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;4;Verde;Línea;8
440544,17;4472950,39;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;4;Verde;Línea;2
440551,98;4472935,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;6;Verde;Línea;3
440613,99;4472828,59;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;7;Verde;Línea;2
440558,94;4472922,26;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;8;Verde;Línea;2
440566,38;4472908;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;10;Verde;Línea;2
440570,68;4472910,91;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;10;Verde;Línea;9
440631,51;4472784,11;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;11;Verde;Línea;7
440633,98;4472790,85;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;11;Verde;Línea;5
440572,1;4472896,89;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;12;Verde;Línea;1
440591,99;4472858,85;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;14;Verde;Línea;4
440646,47;4472767,65;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;15;Verde;Línea;3
440651,73;4472746,23;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;17;Verde;Línea;8
440656,18;4472749,56;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;17;Verde;Línea;4
440602,45;4472838,6;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;18;Verde;Línea;2
440665,13;4472732,19;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;19;Verde;Línea;1
440610,2;4472824,56;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;20;Verde;Línea;1
440686,05;4472692,59;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;21;Verde;Línea;8
440685,34;4472682,51;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;21;Verde;Línea;4
440703,99;4472657,82;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;23;Verde;Línea;3
440674,4;4472703,23;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;24;Verde;Línea;3
440692,77;4472667,95;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;26;Verde;Línea;2
440718,43;4472630,6;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;27;Verde;Línea;6
440712,89;4472630,53;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;27;Verde;Línea;8
441155,35;4472481,09;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;3;Verde;Línea;10
441211;4472476,31;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;9;Verde;Línea;8
441339,11;4472466,77;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;12;Verde;Línea;3
441258,2;4472472,78;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;13;Verde;Línea;4
441304,53;4472469,31;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;15;Verde;Línea;11
441589,53;4472446,67;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;16;Verde;Línea;1
441451,66;4472457,37;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;21;Verde;Línea;3
441472,09;4472455,75;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;25;Verde;Línea;3
441538,91;4472450,39;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;27;Verde;Línea;15
441633,34;4472442,84;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;29;Verde;Línea;5
441683,09;4472439,08;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;35;Verde;Línea;10
441748,03;4472433,55;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;43;Verde;Línea;12
441405,97;4472461,15;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;S/N;Verde;Línea;10
440833,71;4472617,16;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;8:00 AM;Verde;Línea;3
440875,6;4472619;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;9:00 AM;Verde;Línea;2
440789,38;4472626,1;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;1;Verde;Línea;6
440784,51;4472621,27;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;4;Verde;Línea;5
440836,75;4472622,19;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;5;Verde;Línea;12
440810,2;4472619,2;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;6;Verde;Línea;3
440857,21;4472615,4;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;12;Verde;Línea;4
440896,37;4472617,47;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;13;Verde;Línea;3
440917,62;4472615,82;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;15;Verde;Línea;3
440899,78;4472611,96;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;16;Verde;Línea;10
441168,38;4472596,28;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;21;Verde;Línea;3
441150,42;4472597,81;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;21;Verde;Línea;4
440967,37;4472612,14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;22;Verde;Línea;7
441002,38;4472609,19;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;26;Verde;Línea;5
441209,42;4472592,91;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;27;Verde;Línea;11
441026,62;4472602,13;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;28;Verde;Línea;33
441230,49;4472586,02;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;29;Verde;Línea;4
441269,45;4472588,18;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;31;Verde;Línea;3
441041,66;4472606,28;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;32;Verde;Línea;7
441081,73;4472603,05;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;34;Verde;Línea;4
441162,41;4472591,07;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;36;Verde;Línea;9
441316,9;4472584,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;37;Verde;Línea;17
441205,77;4472588,05;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;38;Verde;Línea;3
441266,49;4472583,37;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;40;Verde;Línea;2
441285,97;4472581,76;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;42;Verde;Línea;4
441394,49;4472578,2;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;43;Verde;Línea;2
441309,11;4472579,31;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;44;Verde;Línea;2
441411,41;4472576,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;45;Verde;Línea;2
441427,95;4472575,4;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;47;Verde;Línea;2
441444,74;4472574,2;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;47;Verde;Línea;2
441471,53;4472572,03;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;49;Verde;Línea;2
441482,91;4472571,23;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;49;Verde;Línea;2
441346,11;4472576,97;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;50;Verde;Línea;4
441518,03;4472567,85;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;51;Verde;Línea;5
441410,74;4472571,63;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;52;Verde;Línea;9
441536,34;4472561,29;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;53;Verde;Línea;10
441462,16;4472567,22;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;54;Verde;Línea;10
441554,47;4472564,79;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;55;Verde;Línea;8
441590,22;4472562,24;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;61;Verde;Línea;4
441586,84;4472557,31;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;61;Verde;Línea;5
441660,09;4472556,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;Verde;Línea;6
441635,84;4472558,6;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;Verde;Línea;1
441649,09;4472551,96;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;Verde;Línea;9
441100,79;4472601,66;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;2
441736,69;4472502,41;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;3
441743,51;4472493,98;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;1
441721,26;4472520,6;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;4
441762,12;4472472,08;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;4
441747,3;4472489,36;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;1
441779,09;4472452,45;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;Verde;Línea;3
440618,94;4472612,61;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;2;Verde;Línea;4
440630,29;4472613,26;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;2;Verde;Línea;3
440638,23;4472623,86;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;3;Verde;Línea;3
440661,25;4472637,56;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;5;Verde;Línea;4
440681,47;4472649,69;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;7;Verde;Línea;4
